townid,town
187,富士ヶ嶺
421,本栖
439,小立
436,船津
424,精進
5178,浅川
43833,勝山
4387,長浜
462,大石
4374,西湖
4294,西湖西
4293,西湖南
43837,大嵐
544,河口
