townid,town
4852,船岡新栄六丁目
755,ゆずが丘一丁目
7365,槻木東三丁目
73675,槻木東一丁目
7352,槻木上町二丁目
4975,剣崎二丁目
73562,槻木上町一丁目
7368,槻木東二丁目
4978,剣崎一丁目
73671,槻木下町一丁目
7315,槻木白幡五丁目
7364,槻木下町二丁目
73551,槻木駅西一丁目
4882,船岡新栄一丁目
73719,松ケ越二丁目
4766,船岡南一丁目
73717,松ケ越一丁目
7328,槻木白幡一丁目
73564,槻木新町一丁目
48458,船岡東三丁目
7325,槻木白幡三丁目
73554,槻木駅西三丁目
48582,船岡新栄三丁目
7319,槻木西二丁目
7361,槻木下町三丁目
4794,北船岡三丁目
4855,船岡新栄四丁目
48588,船岡新栄二丁目
722,東船迫一丁目
7353,槻木上町三丁目
4887,東船迫二丁目
4793,船岡中央一丁目
4873,船岡東一丁目
7329,槻木白幡二丁目
7327,槻木白幡四丁目
4795,北船岡二丁目
4874,船岡土手内一丁目
4796,北船岡一丁目
48477,船岡中央二丁目
7351,槻木西一丁目
7358,槻木駅西二丁目
48451,船岡南二丁目
4872,船岡東二丁目
7318,槻木西三丁目
4851,船岡新栄五丁目
48472,船岡中央三丁目
4875,船岡土手内二丁目
4881,船岡東四丁目
4764,船岡西二丁目
4885,船岡土手内三丁目
4792,船岡西一丁目
7131,西船迫三丁目
7139,西船迫四丁目
4797,西船迫二丁目
7133,西船迫一丁目
724,大字小成田
729,大字海老穴
489,大字上名生
494,大字中名生
498,大字下名生
762,大字上川名
734,大字槻木
721,大字本船迫
739,大字四日市場
719,大字成田
725,大字船迫
4755,大字船岡
768,大字富沢
74,大字葉坂
759,大字入間田
