townid,town
73299,秋常町
8127,莇生町
73384,荒屋町
73292,石子町
73343,泉台町
81198,岩内町
8138,岩本町
7322,牛島町
73139,大長野町
7266,大浜町
73632,上開発町
7365,上清水町
73629,北市町
73636,倉重町
7337,高座町
73195,五間堂町
73133,小杉町
7324,小長野町
8121,金剛寺町
7323,佐野町
73523,三道山町
73389,下開発町
7364,下清水町
7239,下ノ江町
7353,新保町
7325,末信町
73414,大成町
734129,大成町一丁目
734126,大成町二丁目
73413,大成町三丁目
72383,高坂町
8112,舘町
8117,辰口町
8123,坪野町
7366,出口町
7328,寺井町
81113,寺畠町
72384,道林町
81145,徳山町
73621,徳久町
73173,中ノ江町
73431,中庄町
7263,中町
578,鍋谷町
81192,西旭台町
73433,西任田町
7318,西二口町
7235,根上町
73518,能美一丁目
735177,能美二丁目
735171,能美三丁目
73177,浜開発町
7262,浜町
73512,東任田町
8142,火釜町
7342,福岡町
73451,福島町
5775,仏大寺町
73382,松が岡一丁目
73381,松が岡二丁目
73357,松が岡三丁目
73358,松が岡四丁目
73359,松が岡五丁目
73297,末寺町
81543,三ツ口町
8141,三ツ屋町
73391,緑が丘十丁目
73383,緑が丘十一丁目
73399,緑が丘一丁目
733969,緑が丘二丁目
733963,緑が丘三丁目
73395,緑が丘四丁目
73398,緑が丘五丁目
733937,緑が丘六丁目
733931,緑が丘七丁目
73367,緑が丘八丁目
73392,緑が丘九丁目
72344,山口町
81451,山田町
73347,湯谷町
81181,湯屋町
7347,吉原釜屋町
73459,吉原町
73521,吉光町
81186,来丸町
73332,和気町
81114,和光台一丁目
73339,和光台二丁目
81117,和光台三丁目
81141,和光台四丁目
73363,和光台五丁目
8133,和佐谷町
73294,和田町
8152,旭台三丁目
81284,長滝町
81288,旭台四丁目
81534,宮竹町
8161,灯台笹町
81296,旭台町
8134,大口町
81295,旭台一丁目
81532,旭台二丁目
7355,粟生町
7346,赤井町
