townid,town
375,大字旭
629,大字一山
3848,大字大池
3858,大字小沼
3815,大字木島
3844,大字小佐原
387,大字寿
3851,大字坂井
373,大字静間
3828,大字下木島
3821,大字其綿
637,大字照岡
3887,大字照里
3852,大字天神堂
625,大字常郷
3881,大字常盤
378,大字富倉
621,大字豊田
3796,大字中曽根
3819,大字野坂田
349,大字蓮
3855,大字東小沼
389,大字瑞穂
6231,大字瑞穂豊
3794,大字緑
3825,大字山岸
3813,大字吉
376,大字飯山
3814,南町
