townid,town
491,打越町
7377,黒笹一丁目
73783,黒笹二丁目
7379,黒笹三丁目
729,黒笹いずみ一丁目
7612,黒笹いずみ二丁目
73788,黒笹いずみ三丁目
7618,黒笹町
4994,潮見
4819,園原一丁目
48189,園原二丁目
48181,園原三丁目
4814,園原四丁目
48182,園原五丁目
4866,天王台
476,西一色町
4855,西陣取山
48537,東陣取山
48531,東蜂ヶ池
4862,東山台
7366,ひばりヶ丘一丁目
73646,ひばりヶ丘二丁目
448,福田町
494,南台
483,みなよし台
458,明知町
7386,三好丘一丁目
7395,三好丘二丁目
7391,三好丘三丁目
7392,三好丘四丁目
7383,三好丘五丁目
73647,三好丘六丁目
7368,三好丘七丁目
7369,三好丘八丁目
762,三好丘あおば一丁目
7387,三好丘あおば二丁目
7393,三好丘旭一丁目
81716,三好丘旭二丁目
81711,三好丘旭三丁目
81483,三好丘旭四丁目
81489,三好丘旭五丁目
7353,三好丘桜一丁目
732,三好丘桜二丁目
7361,三好丘桜三丁目
7362,三好丘桜四丁目
73635,三好丘桜五丁目
73388,三好丘緑一丁目
7337,三好丘緑二丁目
73382,三好丘緑三丁目
7339,三好丘緑四丁目
73636,三好丘緑五丁目
482,三好町
497,莇生町
7266,根浦町五丁目
7262,根浦町一丁目
723,根浦町二丁目
7263,根浦町四丁目
7341,根浦町六丁目
731,根浦町三丁目
7354,福谷町
7342,根浦町七丁目
