townid,town
374,相川
31,秋ノ宮
614187,字愛染山
536675,字赤土
53677,字旭田
53394,字小豆田
61171,字荒町
614184,字伊勢堂山
614186,字伊勢堂脇
6141764,字稲荷山
53668,字祝田
61281,字岩ノ沢山
61177,字内舘町
61189,字裏門
53837,字上野
53657,字大倉谷地
536569,字大島
536671,字大島町
53682,字大森
53387,字岡田
53665,字沖田
53652,字沖鶴
53881,字落合
61183,字角間沢
61285,字カックイ沢山
61284,字鉦打沢
6127,字金堀沢山
614191,字上経塚廻り
5326,字上下舘
53296,字上二井田
53918,字上谷地
5369,字黄金原
53831,字境川
53683,字栄田
53829,字柴目
614158,字下経塚廻り
53916,字下田面
53292,字下舘
53613,字下中川原
5337,字下二井田
61195,字下山谷
53868,字白子
53853,字新川原
61147,字新町
53884,字新福島
53839,字関合
53671,字千刈
53864,字高前
53687,字館ノ堀
53826,字田中
53832,字田ノ神
53598,字鳥海
536562,字鶴田
53661,字鶴館
53883,字鶴の島
53846,字堂ノ前
61172,字鳶ケ沢山
61288,字取上石山
53384,字中川原
5335,字中崎
533894,字中野
61443,字中ノ沢弁慶山
53385,字中野々目
53859,字中屋島
6141763,字西愛染沢
61196,字西金堀沢山
53615,字西中川原
5328,字布目
5332,字沼樋
61441,字東赤土山
61144,字東松沢
53684,字菱堂
53866,字平館
61425,字広沢山
53836,字福俵
53678,字富士見
61193,字蛇野
53914,字豊稔
53673,字宝涼
53662,字前島
53383,字万石
614199,字御嶽沢
61416,字御嶽南沢
61427,字御嶽山
536294,字元清水
61199,字山谷
614218,字湯ノ上山
53628,字両神
533669,愛宕町一丁目
533667,愛宕町二丁目
533658,愛宕町三丁目
53363,愛宕町四丁目
53362,愛宕町五丁目
297,石塚
295,泉沢
38,稲庭町
6173,岩崎
281,院内銀山町
61174,内町
614211,裏門一丁目
61188,裏門二丁目
61422,裏門三丁目
375,宇留院内
533998,大町一丁目
533997,大町二丁目
53388,岡田町
533931,御囲地町
2923,小野
53632,表町一丁目
53397,表町二丁目
536356,表町三丁目
536354,表町四丁目
5397,角間
53599,金谷
283,上院内
2993,上関
621,川連町
536339,北荒町
5364,倉内
293,桑崎
624,駒形町
533986,材木町一丁目
533981,材木町二丁目
533899,幸町一丁目
296,酒蒔
53666,桜通り
61411,佐竹町
536318,清水町一丁目
536266,清水町二丁目
53625,清水町三丁目
53622,清水町四丁目
53621,清水町五丁目
53624,清水町六丁目
267,下院内
2996,下関
6146,杉沢
61445,杉沢新所
377,関口
533951,千石町一丁目
533924,千石町二丁目
53367,千石町三丁目
533926,千石町四丁目
61414,大工町
34,高松
53396,田町一丁目
533956,田町二丁目
269,寺沢
6171,成沢
5395,二井田
533654,西愛宕町
536311,西新町
5353,深堀
5339329,吹張一丁目
5339327,吹張二丁目
53638,古館町
536366,前森一丁目
536365,前森二丁目
53639,前森三丁目
614174,前森四丁目
5313,松岡
379,三梨町
36,皆瀬
5333,南台
53634,元清水一丁目
536268,元清水二丁目
53637,元清水三丁目
536295,元清水四丁目
5392,森
5358,柳田
536338,柳町一丁目
536337,柳町二丁目
298,山田
53854,八幡
61412,湯ノ原一丁目
614153,湯ノ原二丁目
2922,横堀
53361,若葉町
