townid,town
5636,大字上牧
6447,大字下牧
5388,大字中筋出作
5698,片岡台一丁目
5699,片岡台二丁目
5695,片岡台三丁目
6414,葛城台一丁目
6415,葛城台二丁目
6411,葛城台三丁目
64129,葛城台四丁目
64121,葛城台五丁目
6474,桜ヶ丘一丁目
6472,桜ヶ丘二丁目
56939,桜ヶ丘三丁目
6444,ささゆり台一丁目
5663,ささゆり台二丁目
56662,ささゆり台三丁目
56932,下牧一丁目
56918,下牧二丁目
5697,下牧三丁目
5686,下牧四丁目
5683,下牧五丁目
5682,下牧六丁目
5658,下牧七丁目
5389,松里園一丁目
53866,松里園二丁目
53864,松里園三丁目
56667,滝川台一丁目
56689,滝川台二丁目
56679,友が丘一丁目
56912,友が丘二丁目
5664,服部台一丁目
56566,服部台二丁目
56673,服部台三丁目
56684,服部台四丁目
56682,服部台五丁目
56568,緑ヶ丘一丁目
5655,緑ヶ丘二丁目
5669,ゆりが丘一丁目
56376,米山台一丁目
5634,米山台二丁目
56378,米山台三丁目
5661,米山台四丁目
56621,米山台五丁目
56625,米山台六丁目
