townid,town
86211,大字入船町
674,大字歌棄町
673,大字沖町
85,大字群来町
5,大字沢江町
861,大字新地町
4,大字浜町
86214,大字本町
86217,大字丸山町
8625,大字御崎町
82,大字港町
