townid,town
576,岩内
723,馬追
37,川端
468,熊本
494,光栄
498,新光
7314,中央
7319,東栄
497,東光
519,中三川
437,西三川
55,東三川
48,伏見
736,古川
45,古山
734,北栄
726,本町
462,三川旭町
4392,三川泉町
4391,三川錦町
4398,三川緑町
517,本三川
751,山形
571,山桝
