townid,town
649,東町
678,荒井
629,安沢
612,石関
8361,泉
6722,扇町一丁目
675,扇町二丁目
375,大槻
388,乙畑
6487,鹿島町
624,片岡
559,片俣
86,上伊佐野
833,上太田
6718,上町
644,川崎反町
556,倉掛
569,幸岡
622,越畑
614,こぶし台
642,境林
688,沢
58,塩田
79,下伊佐野
59,下太田
6723,末広町
538,高塩
834,立足
566,館ノ川
8369,田野原
536,玉田
687,土屋
691,豊田
657,中
815,長井
659,成田
646,早川町
676,針生
911,東泉
85,平野
6716,本町
6712,矢板
915,山田
617,山苗代
6484,富田
645,木幡
