townid,town
1948,南一丁目
1954,神明一丁目
1928,神明二丁目
1981,末広一丁目
1862,鴨川二丁目
1949,南二丁目
1857,下日出谷西三丁目
1973,東一丁目
1971,寿一丁目
1974,西一丁目
4328,坂田東三丁目
1919,朝日三丁目
1854,下日出谷西二丁目
1957,東二丁目
4326,坂田東二丁目
1856,下日出谷西一丁目
19792,末広二丁目
1975,寿二丁目
1943,朝日一丁目
1927,朝日二丁目
4323,坂田東一丁目
1945,若宮二丁目
1898,西二丁目
1978,北一丁目
4233,北二丁目
4367,大字舎人新田
1892,泉一丁目
1865,鴨川一丁目
1947,若宮一丁目
4379,大字篠津
1895,泉二丁目
19798,末広三丁目
435,赤堀一丁目
4375,赤堀二丁目
438,大字五町台
5117,大字倉田
1859,大字下日出谷
4362,大字小針領家
4315,大字坂田
188,大字上日出谷
434,大字加納
173,大字川田谷
4321,坂田西一丁目
4324,坂田西二丁目
4319,坂田西三丁目
