townid,town
16184,うずら野一丁目
16188,うずら野二丁目
16186,うずら野三丁目
16181,うずら野四丁目
1664,大字青宿
16613,大字曙
1627,大字阿見
16151,大字荒川本郷
2174,大字飯倉
2413,大字石川
2176,大字大形
1662,大字大室
2412,大字追原
1639,大字掛馬
16339,大字香澄の里
1388,大字上長
2179,大字君島
1376,大字小池
1613,大字実穀
2418,大字島津
16331,大字上条
1626,大字鈴木
1638,大字竹来
16618,大字廻戸
2178,大字塙
1382,大字福田
2177,大字星の里
1394,大字吉原
1623,大字若栗
16539,岡崎一丁目
16611,岡崎二丁目
16536,岡崎三丁目
16413,住吉一丁目
16421,住吉二丁目
16292,中央一丁目
16293,中央二丁目
16298,中央三丁目
16296,中央四丁目
16377,中央五丁目
16371,中央六丁目
16375,中央七丁目
1634,中央八丁目
16535,中郷二丁目
16534,中郷三丁目
241491,南平台一丁目
241498,南平台二丁目
24148,南平台三丁目
1652,西郷三丁目
16158,本郷一丁目
16159,本郷二丁目
16154,本郷三丁目
13926,よしわら一丁目
13937,よしわら二丁目
139348,よしわら三丁目
139341,よしわら四丁目
139225,よしわら五丁目
139227,よしわら六丁目
