townid,town
19934,和泉中央南一丁目
19922,和泉が丘三丁目
19923,和泉が丘二丁目
19697,和泉が丘一丁目
19681,下和泉五丁目
19682,下和泉四丁目
19683,下和泉三丁目
19658,下和泉二丁目
19655,下和泉一丁目
27745,中田北三丁目
277571,西が岡三丁目
27746,中田東四丁目
277569,領家二丁目
277568,領家三丁目
2778,岡津町
277575,西が岡二丁目
277143,中田南三丁目
19699,中田西四丁目
19932,中田西三丁目
19936,中田西二丁目
277141,中田南四丁目
27715,中田南二丁目
27741,中田北二丁目
27718,中田東三丁目
27713,中田南一丁目
27743,中田東二丁目
27724,中田東一丁目
27477,中田南五丁目
277529,領家四丁目
27751,白百合二丁目
277521,白百合一丁目
27754,白百合三丁目
1967,下飯田町
27773,桂坂
27759,領家一丁目
27772,西が岡一丁目
51164,緑園七丁目
51128,緑園三丁目
51155,池の谷
51129,緑園四丁目
27774,弥生台
5111,新橋町
51125,緑園二丁目
51126,緑園一丁目
51156,緑園六丁目
51162,緑園五丁目
1997,上飯田町
1991,和泉中央南五丁目
19967,和泉中央北一丁目
19969,中田町
19962,中田北一丁目
19938,中田西一丁目
19929,和泉中央南二丁目
19928,和泉中央南三丁目
19964,和泉中央北二丁目
19951,和泉中央南四丁目
19956,和泉中央北三丁目
19958,和泉中央北六丁目
19955,和泉中央北四丁目
1994,和泉中央北五丁目
