townid,town
91652,秋葉一丁目
91655,秋葉通二丁目
91659,秋葉通三丁目
687812,粟山
687782,粟山一丁目
68775,粟山二丁目
687764,粟山三丁目
687769,粟山四丁目
91332,石山
67995,石山一丁目
67996,石山二丁目
68771,石山三丁目
687727,石山四丁目
68774,石山五丁目
687784,石山六丁目
92125,石山団地
92249,石動
92218,江口
913977,榎
91387,榎町
92512,海老ケ瀬
92199,海老ケ瀬新町
91622,王瀬新町
921682,逢谷内
92167,逢谷内一丁目
921687,逢谷内二丁目
921923,逢谷内三丁目
921927,逢谷内四丁目
92191,逢谷内五丁目
92194,逢谷内六丁目
92247,大形本町
92198,大形本町一丁目
921967,大形本町二丁目
92195,大形本町三丁目
921961,大形本町四丁目
9227,大形本町五丁目
92193,大形本町六丁目
91624,大山一丁目
91627,大山二丁目
92241,岡山
91338,卸新町一丁目
91336,卸新町二丁目
92114,卸新町三丁目
91626,上王瀬町
92143,上木戸
92175,上木戸一丁目
92184,上木戸二丁目
92173,上木戸三丁目
921497,上木戸四丁目
92181,上木戸五丁目
68748,亀田中島四丁目
91631,鴎島町
91651,北葉町
68749,北山
91693,空港西一丁目
92471,空港西二丁目
92119,下場
921245,下場新町
921243,下場本町
924468,幸栄一丁目
92449,幸栄二丁目
924573,幸栄三丁目
92481,河渡
92417,河渡一丁目
92418,河渡二丁目
92419,河渡三丁目
924578,河渡新町一丁目
92483,河渡新町二丁目
92424,河渡本町
91321,江南一丁目
913221,江南二丁目
913226,江南三丁目
913261,江南四丁目
913238,江南五丁目
913236,江南六丁目
92454,向陽一丁目
92456,向陽二丁目
92461,向陽三丁目
91665,小金台
91639,小金町一丁目
92442,小金町二丁目
91662,小金町三丁目
921879,材木町
92136,猿ケ馬場
92134,猿ケ馬場一丁目
921381,猿ケ馬場二丁目
92469,下山一丁目
92572,下山二丁目
92575,下山三丁目
913263,紫竹
913271,紫竹二丁目
91316,紫竹三丁目
91325,紫竹四丁目
91324,紫竹五丁目
91329,紫竹六丁目
91337,紫竹七丁目
91334,紫竹卸新町
91313,紫竹山三丁目
92411,下木戸
91399,下木戸一丁目
92177,下木戸二丁目
91632,下木戸三丁目
92428,白銀一丁目
92429,白銀二丁目
92112,新石山一丁目
921116,新石山二丁目
921112,新石山三丁目
91333,新石山四丁目
67999,新石山五丁目
92217,新岡山二丁目
92466,新川町
924324,新松崎一丁目
924329,新松崎二丁目
92433,新松崎三丁目
91641,神明町
916157,末広町
92468,太平一丁目
92467,太平二丁目
92459,太平三丁目
92455,太平四丁目
91661,宝町
92142,竹尾
91363,竹尾一丁目
91362,竹尾二丁目
91366,竹尾三丁目
92145,竹尾四丁目
92117,竹尾卸新町
92165,児池
916192,長者町
91629,月見町
92552,津島屋一丁目
92551,津島屋二丁目
92554,津島屋三丁目
92549,津島屋四丁目
92557,津島屋五丁目
92544,津島屋六丁目
92542,津島屋七丁目
92524,津島屋八丁目
92156,寺山
92158,寺山一丁目
92182,寺山二丁目
92183,寺山三丁目
916165,東新町
679886,東明一丁目
679895,東明二丁目
679977,東明三丁目
91331,東明四丁目
679976,東明五丁目
67998,東明六丁目
67994,東明七丁目
679892,東明八丁目
92178,中木戸
9229,中興野
92153,中島
921248,中島一丁目
92161,中島二丁目
68785,中野山
921137,中野山一丁目
921161,中野山二丁目
921163,中野山三丁目
921136,中野山四丁目
92121,中野山五丁目
68787,中野山六丁目
921237,中野山八丁目
687884,中野山七丁目
913582,中山一丁目
913558,中山二丁目
91367,中山三丁目
91364,中山四丁目
913556,中山五丁目
91356,中山六丁目
91353,中山七丁目
91365,中山八丁目
91637,錦町
92132,西野
92492,根室新町
92146,はなみずき一丁目
921493,はなみずき二丁目
92154,はなみずき三丁目
91644,浜町
91692,浜谷町一丁目
92447,浜谷町二丁目
92126,東中島一丁目
92129,東中島二丁目
92162,東中島三丁目
921389,東中島四丁目
687889,東中野山一丁目
921231,東中野山二丁目
921233,東中野山三丁目
921314,東中野山四丁目
921318,東中野山五丁目
921351,東中野山六丁目
921359,東中野山七丁目
91683,東臨港町
92523,一日市
91636,藤見町一丁目
92414,藤見町二丁目
92477,船江町一丁目
92479,船江町二丁目
92487,船江町三丁目
916197,古川町
91617,古湊町
91691,平和町
91369,牡丹山一丁目
913926,牡丹山二丁目
92174,牡丹山三丁目
921714,牡丹山四丁目
921712,牡丹山五丁目
92147,牡丹山六丁目
9226,本所
92258,本所一丁目
92256,本所二丁目
92255,本所三丁目
92423,松崎
92437,松崎一丁目
92438,松崎二丁目
916152,松島一丁目
916163,松島二丁目
91625,松島三丁目
92443,松園一丁目
924461,松園二丁目
92498,松浜町
92441,松和町
67987,南紫竹一丁目
679881,南紫竹二丁目
687722,もえぎ野一丁目
68773,もえぎ野二丁目
687818,もえぎ野三丁目
92517,木工新町
91666,物見山一丁目
91669,物見山二丁目
92448,物見山三丁目
92445,物見山四丁目
91654,桃山町一丁目
91658,桃山町二丁目
9228,柳ヶ丘
913971,山木戸
91357,山木戸一丁目
913585,山木戸二丁目
91382,山木戸三丁目
913914,山木戸四丁目
913913,山木戸五丁目
913928,山木戸六丁目
91394,山木戸七丁目
91386,山木戸八丁目
91643,山の下町
92451,有楽一丁目
92452,有楽二丁目
92453,有楽三丁目
921872,豊一丁目
921892,豊二丁目
921896,豊三丁目
91648,臨海町
91645,臨港一丁目
9167,臨港町二丁目
91682,臨港町三丁目
68786,若葉町一丁目
68797,若葉町二丁目
