townid,town
4236289,字天王下
43117876,字番組
43111,大字滝
19779,大字蛇石
19774,大字根本
43114,大字柴原
431182,大字込木
431177,字化粧坂
4314147,字南町
42393,大字御祭
431445,字烏帽子石
431448,字仁井町
431447,字六斗蒔
431444,字六升蒔
431442,字亀井
423639,字大町
4314146,字山中
431411,字新町
43117875,字番組頭
4311788,桜ケ丘一丁目
4311786,桜ケ丘四丁目
42335,大字春沢
423164,大字下舞木
43175,大字北成田
42396,大字七草木
431174,大字楽内
423391,大字貝山
42326,大字鷹巣
42324,大字上舞木
43434,大字青石
43422,大字富沢
19775,大字樋渡
18993,大字過足
18995,大字狐田
18999,大字春田
42332,大字蛇沢
18997,大字西方
18985,大字斎藤
18989,大字沼沢
4314122,字四軒丁
43119,字深作
43143,大字芹ケ沢
431422,字永作
431421,字赤坂
431187,字八十内
4314135,桜ケ丘三丁目
4314134,桜ケ丘二丁目
431416,字師範場
4314126,字弓町
431425,字栗林
431424,字小滝
431419,字大平
431415,字清水
431446,字清水畑
431589,大字庄司
43146,大字熊耳
431736,大字南成田
43189,大字実沢
423399,字恵下越
4236363,字会下谷
4236365,字桜谷
4236367,字小金滝
423635,字御免町
423633,字尼ケ谷
4236633,字北町
423638,字中町
42366262,字北向町
42366267,字日向町
4236619,字渋池
4236636,字燕清水
423666,字持合畑
423665,字小浜海道
423631,字馬場
423634,字八幡町
423626,字雁木田
423624,字山崎
423613,字沼之倉
423616,字大久保
423629,字丈六
4236283,字鶴蒔田
423664,八島台一丁目
4236613,字荒町
4236538,八島台二丁目
4236532,字天王前
4236281,字鎌田前
423652,八島台三丁目
4236565,担橋一丁目
4236567,担橋二丁目
4236561,八島台五丁目
423651,八島台四丁目
423654,八島台六丁目
423646,八島台七丁目
423619,字一本松
423643,八島台八丁目
42328,大字山田
423669,字松橋
423692,字樋ノ口
423667,字四反田
423691,字深田和
42368,大字平沢
