townid,town
89681,今釜町
89643,浦田町
89625,大野原町
9751,上大川内
974,上鯖渕
89629,上知識町
89664,黄金町
89634,五万石町
89686,米ノ津町
8993,境町
89649,汐見町
9719,下大川内
8969,下鯖町
89655,下知識町
8956,荘
89662,昭和町
89682,住吉町
8955,高尾野町江内
8938,高尾野町大久保
89618,高尾野町上水流
89614,高尾野町唐笠木
8934,高尾野町柴引
89644,高尾野町下水流
8929,高尾野町下高尾野
9714,武本
89652,知識町
896379,中央町
89626,西出水町
8926,野田町上名
8953,野田町下名
89654,福ノ江町
89635,麓町
89656,文化町
89651,平和町
89638,本町
89661,緑町
89669,美原町
89683,明神町
896373,向江町
89659,六月田町
