townid,town
593,大字板橋
911,大字北山
6744,大字谷地
6749,大字坂路
6747,大字谷沢
5996,大字形見
677,大字中田
5883,大字赤羽
8323,字江堀田
5898,大字新屋敷
83117,字下ノ内
8314,大字中野
83129,字大橋
8324,大字塩沢
83224,字弥吾
8329,大字母畑
833,大字湯郷渡
5962,大字南山形
595,字豆ケ平
5949,字大沢
5967,大字北山形
5946,大字山形
59822,字塩沼
59861,字関根
598564,字南町
59828,字大室
59852,字下泉
598568,字新町
59867,字北町
59857,字矢ノ目田
59815,字松木下
59813,字立ケ岡
59849,字鹿ノ坂
59842,字当町
5948,字猫啼
5973,字白石
59791,字大五郎内
59765,字秋台
59753,字曲ノ内
59743,字王子平
5896,字原
5994,大字双里
59895,字屋敷ノ入
59858,字高田
59898,字境ノ内
59885,字古舘
83222,字一ノ沢
59888,字長郷田
59847,字渡里沢
59876,字長久保
8321,字石田
83133,字轡取
59769,字石塚
59874,字大内
59783,字柳作
59794,字飛ケ作
59782,字国見
59758,字外国見
59789,字筑前
59798,字前ノ内
83132,字草倉田
83121,字西ノ又
83123,字塩ノ平
83122,字麦ノ内
59776,字沖ノ田輪
59749,字梁瀬
59775,字成亀
59785,字新屋敷
83124,字入山
83112,字和久
5893,大字沢井
59774,字宝殿前
8327,大字曲木
