townid,town
2946,大字赤泊
431,大字安満地
194,大字一切
34,大字大浦
28,大字樫ノ浦
512,大字頭集
15,大字柏島
531,大字口目塚
373,大字小才角
27,大字古満目
371,大字才角
522,大字周防形
529,大字清王
56,大字添ノ川
438,大字橘浦
574,大字龍ケ迫
293,大字月ケ丘
54,大字泊浦
2941,大字西泊
539,大字春遠
532,大字姫ノ井
199,大字平山
55,大字弘見
518,大字鉾土
576,大字芳ノ澤
533,唐岩
