townid,town
6775,大字泉田
6779,大字小坂
913,大字貝田
6785,新内谷
67849,新鳥取
67846,小坂南
67842,新小坂
6782,板橋南
6781,新泉田
6848,大字川内
6765,大字徳江
6759,大字塚野目
6791,大字藤田
6871,大字西大枝
6792,大字森山
6796,大字大木戸
6783,大字山崎
6878,大字光明寺
6874,大字高城
6797,大字石母田
6788,大字内谷
6787,大字鳥取
