townid,town
812266,小山三丁目
812296,大手町六丁目
812615,増田八丁目
813297,閖上三丁目
812347,小山二丁目
813146,美田園一丁目
8123724,大手町二丁目
8123728,大手町一丁目
812269,大手町三丁目
8123717,大手町五丁目
8123172,飯野坂七丁目
812235,名取が丘六丁目
812348,小山一丁目
812613,増田六丁目
812314,植松二丁目
812624,増田九丁目
813129,美田園四丁目
812261,箱塚二丁目
8116,相互台二丁目
8123714,大手町四丁目
811961,相互台東二丁目
812345,飯野坂四丁目
8123179,名取が丘二丁目
812354,飯野坂二丁目
812319,飯野坂六丁目
812351,飯野坂三丁目
812342,飯野坂五丁目
812237,名取が丘五丁目
8124853,那智が丘五丁目
812489,みどり台三丁目
812379,増田四丁目
812458,那智が丘三丁目
813286,閖上六丁目
811924,相互台四丁目
813289,閖上七丁目
812236,名取が丘三丁目
812484,みどり台一丁目
812483,那智が丘四丁目
812349,飯野坂一丁目
812621,増田七丁目
812315,植松一丁目
812263,名取が丘四丁目
812341,名取が丘一丁目
57897,植松三丁目
813142,美田園七丁目
5779897,愛島台五丁目
812384,増田三丁目
5779892,愛島台三丁目
812376,増田二丁目
812387,増田五丁目
812459,那智が丘二丁目
8124854,みどり台二丁目
812265,箱塚一丁目
811921,相互台三丁目
813143,美田園六丁目
813291,閖上五丁目
81271,ゆりが丘一丁目
81272,ゆりが丘二丁目
81193,相互台東一丁目
81316,美田園三丁目
812357,増田一丁目
813298,閖上四丁目
81353,閖上二丁目
8131521,美田園五丁目
577998,愛島台六丁目
812487,ゆりが丘三丁目
577984,愛島台四丁目
811925,相互台一丁目
81352,閖上一丁目
57889,植松四丁目
811333,愛島台七丁目
812477,ゆりが丘五丁目
81249,那智が丘一丁目
81211,愛島台八丁目
577996,愛島台一丁目
577994,愛島台二丁目
812475,ゆりが丘四丁目
81318,大曲
81342,高柳
81253,田高
81319,牛野
812627,上余田
812291,手倉田
812231,愛島小豆島
81354,閖上
57867,堀内
813121,杉ケ袋
81263,下余田
81327,小塚原
5787,愛島北目
57898,植松
57894,本郷
812451,高舘吉田
81137,高舘川上
812733,高舘熊野堂
8131528,美田園二丁目
813155,美田園北
81225,愛の杜一丁目
81218,愛島塩手
812246,愛島郷一丁目
81222,愛の杜二丁目
812243,愛島郷二丁目
811335,愛島笠島
81232,飯野坂
812394,増田
81321,下増田
813144,美田園八丁目
812364,杜せきのした五丁目
812367,杜せきのした二丁目
812391,杜せきのした一丁目
812368,杜せきのした三丁目
812369,杜せきのした四丁目
