townid,town
944331,青葉町
945275,旭町一丁目
945278,旭町二丁目
94551,旭町三丁目
94196,池園町
94469,入船町一丁目
94548,入船町二丁目
896,岩黒
9456,江尻町
981,王越町木沢
97,王越町乃生
957,青海町
94271,大池町
9498,大屋冨町
944588,沖の浜
945113,笠指町
9541,加茂町
9447,川崎町
9424,川津町
9544,神谷町
945181,京町一丁目
945187,京町二丁目
94542,京町三丁目
94545,久米町一丁目
94554,久米町二丁目
944382,寿町一丁目
944387,寿町二丁目
94462,寿町三丁目
94452,御供所町一丁目
944542,御供所町二丁目
94449,御供所町三丁目
94514,駒止町一丁目
945119,駒止町二丁目
94193,小山町
94442,坂出町
869,沙弥島
94555,昭和町一丁目
9457,昭和町二丁目
944372,白金町一丁目
944374,白金町二丁目
944611,白金町三丁目
94423,新浜町
9479,瀬居町
9493,高屋町
94516,谷町一丁目
94524,谷町二丁目
94522,谷町三丁目
94468,築港町一丁目
9449,築港町二丁目
94465,中央町
944287,常盤町一丁目
94443,常盤町二丁目
94467,西大浜北一丁目
94459,西大浜北二丁目
944583,西大浜北三丁目
944549,西大浜北四丁目
94464,西大浜南一丁目
94456,西大浜南二丁目
94455,西大浜南三丁目
9461,西庄町
94429,八幡町一丁目
944259,八幡町二丁目
944289,八幡町三丁目
944254,八幡町四丁目
94195,花町
9467,林田町
94448,番の州公園
9476,番の州町
9477,番の州緑町
8991,櫃石
9428,福江町
94513,福江町一丁目
94274,福江町二丁目
94276,福江町三丁目
94435,富士見町一丁目
94197,富士見町二丁目
951,府中町
94436,文京町一丁目
944338,文京町二丁目
944391,本町一丁目
944397,本町二丁目
944634,本町三丁目
944614,宮下町
945195,室町一丁目
945197,室町二丁目
94543,室町三丁目
945171,元町一丁目
944399,元町二丁目
944636,元町三丁目
945177,元町四丁目
945284,横津町一丁目
945288,横津町二丁目
94552,横津町三丁目
893,与島町
