townid,town
5121,字上河原
51241,字菊地堂
51245,字雲河原
51224,字下河原
5116,字道生
51227,字中河原
51254,字入倉
5113,字夕カヘ
27847,石持町
27726,内ノ袋一丁目
438,大字幸生
4363,大字慈恩寺
2771,大字柴橋
2754,大字島
46,大字白岩
433,大字清助新田
5111,大字高松
2755,大字高屋
439,大字田代
4361,大字留場
1968,大字中郷
2788,大字西根
2744,大字平塩
5115,大字日和田
1994,大字松川
5118,大字箕輪
4324,大字宮内
5112,大字八鍬
4323,大字谷沢
1999,大字米沢
27722,落衣前
278245,越井坂町
278217,小沼町
278143,幸町
278125,栄町
27577,幸田町
27825,新山一丁目
27826,新山二丁目
27834,新山町
278129,末広町
278219,高田一丁目
278213,高田二丁目
27822,高田三丁目
27845,中央一丁目
27848,中央二丁目
2777,中央工業団地
27731,仲谷地一丁目
277236,仲谷地二丁目
277234,仲谷地三丁目
27846,七日町
27849,西根一丁目
27872,西根二丁目
27875,西根北町
27835,東新山町
27734,船橋町
27851,ほなみ一丁目
278544,ほなみ二丁目
278547,ほなみ三丁目
278147,本町一丁目
27817,本町二丁目
27739,本町三丁目
278189,丸内一丁目
27842,丸内二丁目
27819,丸内三丁目
27579,みずき一丁目
27587,みずき二丁目
27588,みずき三丁目
2775,緑町
27815,南町一丁目
278182,南町二丁目
278247,南町三丁目
27597,本楯一丁目
27594,本楯二丁目
27589,本楯三丁目
27736,元町一丁目
27733,元町二丁目
27735,元町三丁目
27732,元町四丁目
27766,山岸町
277629,八幡町
277622,六供町一丁目
27765,六供町二丁目
27811,若葉町
2792,大字日田元仁田
27832,本楯四丁目
27593,大字寒河江
2791,大字日田
