townid,town
4123,大字有屋
4121536,大字漆野
17884,大字上台
17889,大字金山
17885,大字下野明
178764,大字昭和
412126,大字谷口銀山
4121534,大字飛森
4122,大字中田
178786,大字朴山
17888,大字安沢
17879,大字山崎
