townid,town
514411,井無田町
514417,入船西町
514419,入船東町
51439,大字網代
51448,大字堅浦
4365,大字上青江
4363,大字下青江
51428,大字千怒
51414,大字津久見
436692,大字徳浦
5148,大字長目
51429,大字日見
5159,大字保戸島
4338,大字八戸
5156,大字四浦
514188,大友町
436637,岡町
514179,上宮本町
51444,合ノ元町
436631,小園町
4366367,地蔵町
436638,志手町
514414,新町
514415,セメント町
514422,高洲町
514172,立花町
514421,中央町
436693,徳浦本町
51447,徳浦宮町
514184,中田町
43662,中町
514185,文京町
514424,港町
514187,宮本町
514412,元町
4366361,門前町
51443,大字津久見浦
514189,岩屋町
