townid,town
94744,間野谷町
86954,赤堀今井町一丁目
86958,赤堀今井町二丁目
86969,赤堀鹿島町
86932,東町
86568,阿弥大寺町
86677,安堀町
866253,飯島町
86983,磯町
869529,市場町一丁目
86929,市場町二丁目
86586,稲荷町
869122,乾町
866812,今泉町一丁目
866731,今泉町二丁目
86647,今井町
866781,太田町
866756,大手町
86921,鹿島町
86682,粕川町
866722,上泉町
866879,上植木本町
866883,上諏訪町
86934,上田町
866258,上蓮町
86658,北千木町
866783,喜多町
94717,国定町一丁目
869387,国定町二丁目
866755,曲輪町
869135,華蔵寺町
86627,下道寺町
86699,小泉町
86968,香林町一丁目
86992,香林町二丁目
866317,国領町
866795,寿町
86927,五目牛町
86636,境
944147,境東
86659,境伊与久
86634,境小此木
94415,境女塚
86661,境上武士
86693,境上渕名
86663,境上矢島
86662,境木島
944148,境栄
866312,境島村
86637,境下武士
86668,境下渕名
944175,境新栄
866397,境百々
866396,境百々東
86633,境中島
94441,境西今井
866391,境萩原
94471,境東新井
94177,境平塚
86653,境保泉
86652,境保泉一丁目
94418,境三ツ木
944174,境美原
94411,境米岡
866728,三光町
86645,山王町
86925,三和町
865629,柴町
866843,下植木町
86626,下蓮町
86943,下触町
866872,昭和町
86648,新栄町
866789,末広町
86643,大正寺町
86595,田中島町
86592,田中町
869383,田部井町一丁目
86935,田部井町二丁目
94714,田部井町三丁目
866738,中央町
869131,堤下町
869126,堤西町
86674,連取本町
866718,連取町
866712,連取元町
86618,富塚町
866177,戸谷塚町
866889,豊城町
86624,長沼町
86566,中町
86931,西小保方町
86583,西上之宮町
86956,西久保町一丁目
86964,西久保町二丁目
86953,西久保町三丁目
866794,西田町
86982,西野町
86569,韮塚町
86959,野町
86651,羽黒町
86915,波志江町
86689,八寸町
86696,東小保方町
86567,東上之宮町
866817,東本町
86686,日乃出町
94474,平井町
866467,ひろせ町
866172,福島町
866765,平和町
86641,堀口町
869521,堀下町
86924,本関町
866761,本町
86965,曲沢町
86628,馬見塚町
866737,緑町
86655,南千木町
86694,三室町
866469,美茂呂町
86597,宮子町
86594,宮古町
866845,宮前町
866793,宗高町
86649,茂呂町一丁目
866548,茂呂町二丁目
866541,茂呂南町
866734,八坂町
86615,八斗島町
866791,柳原町
869132,八幡町
86642,除ケ町
866727,若葉町
