townid,town
791,相川
875,浅川
8714,大井
848,大里
799,小川
8457,奥浦
7627,尾崎
764,角坂
758,久尾
7655,芥附
768,櫛川
766,久保
796,神野
767,小谷
761,塩深
7638,宍喰浦
84742,芝
8479,四方原
8712,熟田
8473,高園
8476,多良
7699,富田
8458,鞆浦
7693,中山
8471,野江
7653,日比原
78,平井
7654,広岡
755,船津
7696,吉田
84749,吉野
793,若松
