townid,town
2722,井石郷
2485,鬼木郷
2719,折敷瀬郷
2487,金屋郷
2475,川内郷
273,小樽郷
1934,皿山郷
1694,志折郷
2715,宿郷
1696,岳辺田郷
2478,田ノ頭郷
2486,中尾郷
2498,永尾郷
1698,長野郷
1693,中山郷
2753,野々川郷
1933,稗木場郷
2497,三股郷
1939,村木郷
2728,湯無田郷
