townid,town
5155,相泊
19681,麻布町
2778,海岸町
1964,春日町
5159,化石浜
5119,北浜
277429,共栄町
5156,崩浜
5151,昆布浜
277415,栄町
54,知床岬
5152,瀬石
5194,滝ノ下
19689,知昭町
277413,富士見町
5191,船泊
277424,船見町
1961,幌萌町
2771,本町
19931,松法町
5115,岬町
19963,緑町
192,峯浜町
19685,八木浜町
19965,湯ノ沢町
19936,礼文町
