townid,town
14,字幸地
161,字小波津
18,字翁長
122,字桃原
126,字安室
421,字徳佐田
213,字東崎
273,字掛保久
24,字嘉手苅
215,字兼久
168,字津花波
167,字呉屋
169,字小橋川
136,字与那城
132,字我謝
437,字森川
11,字池田
19,上原一丁目
434,字棚原
431,棚原一丁目
463,字千原
433,上原二丁目
277,字上原
25,字小那覇
272,字内間
