townid,town
5811,飯母
733,井高
5887,井の谷
575,上成
5897,太田戸
5583,大野地
554,大向
5841,大蔵谷
8121,本も谷
5592,影野地
583,上折渡
579,上組
571,上西の川
5778,神の山
5882,上本村
546,家籠戸
5494,川井
5732,川口
5739,川西路
5827,神在居
556,久保谷
576,東向
5845,後別当
5773,坂本川
5573,佐渡
553,島中
5597,下折渡
57843,下組
5722,下西の川
5873,下本村
5726,竹の薮
5871,田野々
5816,太郎川
57847,茶や谷
5774,坪野田
5782,富永
5578,豊原
5497,仲間
5574,仲久保
5821,仲洞
821,永野
8123,中の川
5554,中平
5585,初瀬本村
5786,東川
5737,広野
496,文丸
574,松谷
5553,松原
5728,宮野々
5818,梼原
5894,横貝
5781,六丁
