townid,town
1985,大字左沢
4213,大字大鉢
1957,大字小見
1948,大字荻野
1898,大字顔好乙
1892,大字顔好甲
1814,大字勝生
179,大字黒森
1897,大字小釿
184,大字小清
4211,大字小柳
185,大字材木
176,大字沢口
1952,大字三郷乙
192,大字三郷甲
1956,大字三郷丙
1869,大字塩野平
1889,大字十八才乙
1882,大字十八才甲
1876,大字月布
1947,大字堂屋敷
1867,大字所部
1954,大字富沢
4221,大字楢山
1872,大字貫見
1883,大字橋上
1984,大字原田
1982,大字藤田
1974,大字本郷乙
1981,大字本郷己
1899,大字本郷甲
19759,大字本郷丁
19754,大字本郷丙
1979,大字本郷戊
172,大字柳川
