townid,town
6324,大針
3977,勝山
632182,加茂山一丁目
632189,加茂山二丁目
6316,黒岩
6322,酒倉
632312,酒倉深田一丁目
632318,酒倉深田二丁目
63234,酒倉深田三丁目
3979,取組
6311,深萱
