townid,town
4593,浅木一丁目
4568,浅木二丁目
4566,浅木三丁目
4647,大字浅木
4837,大字今古賀
468,大字老良
487,大字尾崎
488,大字鬼津
457,大字上別府
4599,大字木守
7341,大字島津
4948,大字広渡
482,大字別府
451,大字虫生津
489,大字若松
4836,遠賀川一丁目
4839,遠賀川二丁目
4941,遠賀川三丁目
4919,旧停一丁目
4918,旧停二丁目
4867,島門
48466,田園一丁目
48468,田園二丁目
485,田園三丁目
4944,広渡一丁目
4529,芙蓉一丁目
4528,芙蓉二丁目
4866,松の本一丁目
4865,松の本二丁目
4864,松の本三丁目
48683,松の本四丁目
48692,松の本五丁目
48699,松の本六丁目
48688,松の本七丁目
453,虫生津南
4594,蓮角
454,若葉台
