townid,town
35721,戒光寺町
31932,上鳥羽麻ノ本
31962,上鳥羽石橋町
31953,上鳥羽岩ノ本町
3274,上鳥羽卯ノ花
31867,上鳥羽馬廻
31969,上鳥羽大溝
34339,上鳥羽大柳町
31895,上鳥羽戒光
31977,上鳥羽戒光町
31863,上鳥羽金仏
34356,上鳥羽上調子町
31992,上鳥羽鴨田
34387,上鳥羽唐戸町
31973,上鳥羽川端町
35254,上鳥羽勧進橋町
34311,上鳥羽北戒光町
34323,上鳥羽北島田町
35113,上鳥羽北塔ノ本町
34346,上鳥羽北中ノ坪町
34333,上鳥羽北花名町
34316,上鳥羽北村山町
3194,上鳥羽清井町
35153,上鳥羽尻切町
31983,上鳥羽城ケ前町
34393,上鳥羽菅田町
35119,上鳥羽大物町
34391,上鳥羽高畠町
32771,上鳥羽町田
3436,上鳥羽角田町
32784,上鳥羽塔ノ本
3183,上鳥羽塔ノ森梅ノ木
31569,上鳥羽塔ノ森江川町
31536,上鳥羽塔ノ森上河原
3182,上鳥羽塔ノ森上開ノ内
3191,上鳥羽塔ノ森柴東町
31347,上鳥羽塔ノ森下河原
3158,上鳥羽塔ノ森下開ノ内
3161,上鳥羽塔ノ森洲崎町
31567,上鳥羽塔ノ森西河原町
3164,上鳥羽塔ノ森東向町
31531,上鳥羽塔ノ森柳原
31565,上鳥羽塔ノ森四ツ谷町
31936,上鳥羽中河原
3168,上鳥羽奈須野町
31957,上鳥羽鍋ケ淵町
3524,上鳥羽苗代町
3167,上鳥羽西浦町
3192,上鳥羽八王神町
31995,上鳥羽花名
3271,上鳥羽火打形町
3514,上鳥羽仏現寺町
3516,上鳥羽鉾立町
34329,上鳥羽堀子町
34357,上鳥羽南唐戸町
31989,上鳥羽南島田町
32779,上鳥羽南塔ノ本町
34319,上鳥羽南中ノ坪町
35218,上鳥羽南苗代町
31999,上鳥羽南花名町
3513,上鳥羽南鉾立町
31987,上鳥羽南村山町
31971,上鳥羽山ノ本町
32773,上鳥羽藁田
34684,唐橋赤金町
34613,唐橋芦辺町
3467,唐橋井園町
34556,唐橋大宮尻町
34596,唐橋門脇町
34561,唐橋川久保町
34627,唐橋経田町
34569,唐橋西寺町
34657,唐橋高田町
34563,唐橋堂ノ前町
34549,唐橋西平垣町
34648,唐橋花園町
3458,唐橋平垣町
34618,唐橋琵琶町
34611,唐橋南琵琶町
34643,唐橋羅城門町
3422,吉祥院池田町
31889,吉祥院池田南町
3419,吉祥院池ノ内町
34129,吉祥院石原上川原町
31799,吉祥院石原京道町
31874,吉祥院石原町
34136,吉祥院石原堂ノ後町
34135,吉祥院石原堂ノ後西町
34126,吉祥院石原長田町
34113,吉祥院石原西ノ開町
31794,吉祥院石原西町
31789,吉祥院石原野上町
31776,吉祥院石原橋裏
34119,吉祥院石原橋上
31873,吉祥院石原東之口
31783,吉祥院石原開町
31847,吉祥院石原南町
317828,吉祥院石原葭縁
317821,吉祥院石原割畑
34341,吉祥院稲葉町
34516,吉祥院井ノ口町
34471,吉祥院内河原町
34523,吉祥院御池町
26699,吉祥院大河原町
3429,吉祥院落合町
34532,吉祥院春日町
3421,吉祥院観音堂町
31879,吉祥院観音堂南町
34527,吉祥院九条町
34512,吉祥院車道町
34538,吉祥院定成町
34284,吉祥院里ノ内町
34439,吉祥院三ノ宮町
34434,吉祥院三ノ宮西町
31815,吉祥院嶋笠井町
31763,吉祥院嶋樫山町
31767,吉祥院嶋川原田町
31845,吉祥院嶋高町
31761,吉祥院嶋堤外
31819,吉祥院嶋出在家町
3173,吉祥院嶋中ノ島
3157,吉祥院嶋西浦
3185,吉祥院嶋野間詰町
34554,吉祥院清水町
34453,吉祥院新田壱ノ段町
3441,吉祥院新田参ノ段町
34157,吉祥院新田下ノ向町
3442,吉祥院新田弐ノ段町
34246,吉祥院菅原町
34243,吉祥院砂ノ町
34267,吉祥院高畑町
26661,吉祥院堤外
26666,吉祥院堤外町
34481,吉祥院中河原里北町
3444,吉祥院中河原里西町
34455,吉祥院中河原里南町
34457,吉祥院中河原西屋敷町
34542,吉祥院中島町
31882,吉祥院長田町
34163,吉祥院仁木ノ森町
3427,吉祥院西浦町
34534,吉祥院西定成町
34257,吉祥院西ノ内町
3446,吉祥院西ノ庄猪之馬場町
34731,吉祥院西ノ庄西浦町
34494,吉祥院西ノ庄西中町
34577,吉祥院西ノ庄東屋敷町
34498,吉祥院西ノ庄淵ノ西町
34724,吉祥院西ノ庄向田町
34573,吉祥院西ノ庄門口町
34159,吉祥院西ノ茶屋町
34247,吉祥院這登中町
34168,吉祥院這登西町
34248,吉祥院這登東町
34378,吉祥院八反田町
34345,吉祥院東浦町
34252,吉祥院東砂ノ町
34262,吉祥院東前田町
34521,吉祥院船戸町
34486,吉祥院前河原町
34253,吉祥院前田町
3423,吉祥院蒔絵町
31898,吉祥院蒔絵南町
34283,吉祥院政所町
34371,吉祥院南落合町
34475,吉祥院宮ノ西町
34484,吉祥院宮ノ東町
34712,吉祥院向田西町
34722,吉祥院向田東町
26691,吉祥院流作町
35471,九条町
3174,久世大築町
3147,久世大藪町
2398,久世上久世町
31777,久世川原町
2388,久世高田町
3148,久世築山町
2368,久世殿城町
2394,久世中久世町一丁目
23954,久世中久世町二丁目
23952,久世中久世町三丁目
2391,久世中久世町四丁目
2383,久世中久世町五丁目
2396,久世中久町
3117,久世東土川町
357241,境内町
357153,塩屋町
357126,大黒町
34698,東寺町
35472,東寺東門前町
35489,西九条池ノ内町
35476,西九条猪熊町
35499,西九条院町
34629,西九条大国町
35428,西九条開ケ町
35722,西九条戒光寺町
3546,西九条春日町
